UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-1981-0064,1981-07-01,1981-07-07,7,heavy rains,NA,Kohima,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,The road communication between Dimapur railhead and Kohima snapped due to landslides,IMD,NA
UEI-IMD-FL-1981-0065,1981-03-22,1981-03-22,1,heavy rains,NA,Ganjam district,Odisha,NA,NA,NA,NA,NA,NA,NA,44,44 goats and sheep died in Hinjli block,96 houses partly damaged,IMD,NA
UEI-IMD-FL-1981-0066,1981-04-03,1981-04-03,1,heavy rains,NA,Mayurbhanj district,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 houses partly damaged,IMD,NA
UEI-IMD-FL-1981-0067,1981-06-24,1981-06-24,1,moderate floods,NA,Baasore district,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)6 houses collpased (ii)Many roads severely colapsed (iii)Estimated crop loss Rs. 6.95 lacs,IMD,NA
UEI-IMD-FL-1981-0068,1981-01-08,1981-01-14,7,heavy rains,NA,"Ludhiana, Patiala and Jalandur",Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caused sulphur deficiency in the light soil areas, adversely affecting the standing wheat crops",IMD,NA
UEI-IMD-FL-1981-0069,1981-07-15,1981-07-21,7,heavy rains,NA,Faridkot,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Many villages marooned (ii)Disruption of traffic,IMD,NA
UEI-IMD-FL-1981-0070,1981-07-22,1981-07-28,7,budki river in floods,NA,Rupar,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Due to breaches in embankments, adjoining villages inundated",IMD,NA
UEI-IMD-FL-1981-0071,1981-08-01,1981-08-07,7,severe floods in rivulets,NA,"Faridkot, Ferozpur, Rupar, Jullundur, Amritsar and Hoshiarpur districts",Punjab,NA,NA,NA,NA,7,NA,NA,27,"7 persons died , 27 cattleheads perished","(i)46751 hectares of cropped area in 239 villages with a population of about 50,000 affected (ii)7125 houses damaged (iii)Loass to property and crops estimatd at Rs. 30 lakhs",IMD,NA
UEI-IMD-FL-1981-0072,1981-07-15,1981-07-21,7,heavy rains,NA,Jaipur and its neighbourhood,Rajasthan,NA,NA,NA,NA,100,NA,NA,NA,"More than 100 persons feared dead in house collapse, drowning, etc.","(i)5 villages completely wiped out (ii)Record rainfall of 59 cm in 46 hours (iii)Normal life of the city paralysed (iv)Most of the city under 7 ft of water (v)Water and electricity supply system completely collapsed (vi)1000 houses completely damaged (vii)Several rail/road/bridges in and around the city collapsed (viii) All vehicular traffic snapped (ix)Hundreds of trees, poles, many buildings uprooted and washed away (x) Thousands marooned in low lying areas (xi) Over 1 lakh people rendered homeless",IMD,NA
UEI-IMD-FL-1981-0073,1981-07-15,1981-07-21,7,severe floods in dhundh river.,NA,"Tonk, Sawai Madhopur, Bharatpur and Kota districts",Rajasthan,NA,NA,NA,NA,205,1000,NA,8772,(i)205 persons died (ii)1000 persons missing (iii)8772 cattle perished,"(i)3 lakh people in several villages marooned (ii)Hingonia villsge completely washed away by swollen waters of Dhund and Moreal rivulets (iii)A dozen of rail bridges with 5 km long railtrack on Delhi-Jaipur-Sawai Madhopur-Gangapur washed away (iv)57 bunds breached (v)53,000 families in 650 villages affected (vi)28127 houses collapsed (vii)Crops worth Rs. 4.5 crores lost (viii)Loss to property:Rs. 200 crores",IMD,NA
UEI-IMD-FL-1981-0074,1981-09-11,1981-09-11,1,palar river in floods,NA,North Arcot district,Tamil Nadu,NA,NA,NA,NA,NA,4,NA,NA,4 boys washed away,Many huts on the bank of the river damaged,IMD,NA
UEI-IMD-FL-1981-0075,1981-07-01,1981-07-07,7,manu and deo rivers in floods,NA,Tripura,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,People from affected areas moved to relief camps,IMD,NA
UEI-IMD-FL-1981-0076,1981-06-30,1981-06-30,1,heavy rains,NA,(a)Agra (b)Aligarh,Uttar Pradesh,NA,NA,NA,NA,18,12,NA,NA,(a)12 persons killed in drowning and house collapse (b)6 persons died and more than a dozen injured in a house collapse,"(i)Normal life, telecommunication and electricity system paralysed (ii)Many breaches on the highways (iii)A newly built culvert washed away (iv)Many number of houses collapsed in Hathi Duba colony",IMD,NA
UEI-IMD-FL-1981-0077,1981-07-01,1981-07-31,31,"rivers gomti, ghagra and tapti in floods",NA,"Mathura, Mainpuri, Aligarh, Pratapgarh, Sultanpur, Agra, Farrukhabad, Ballia, Gorakhpur, Bahraich, Azamgarh, BaraBanki and Chamoli districts",Uttar Pradesh,NA,NA,NA,NA,148,NA,NA,513,(i)148 people died (ii)513 cattle perished (iii)Several hundreds of birds perished,(i)Population of 53 lacs in 6107 villages affected (ii)5504 villages water logged (iii)Hundreds of houses collapsed (iv)Number of houses damaged:54466 (v)Massive landslides caused due to heavy destruction in hilly areas (vi)Vehicular traffic snapped due to overflowing canals and breaches in the highways (vii)Damage to roads estimated at Rs. 1 crore (viii)More than 25000 hectares of land under water (ix)Kharif sowing severly affected (x)Total crop area affected :134742 hectares (xi) Total area affected: 7 lac hectares,IMD,NA
UEI-IMD-FL-1981-0078,1981-08-01,1981-08-07,7,"rohini, rapti, burhi gandak, sharda, ghagra in floods",NA,"Gorakhpur, Ballia, Deoria, Faizabad, Azamgarh, Sitapur, Basti, Unnan, Pratapgarh, Saharanpur, Lakhimpur-Kheri, Bara-Banki and Bahraich districts",Uttar Pradesh,NA,NA,NA,NA,95,NA,NA,76,Number of lives lost- Human: 95 Cattle:76,(i)Large areas inundated leaving a trail of devastation (ii)Several villages inundated (iii)A population of 75 lacs in 9000 villages marooned (v)2000 houses damaged due to water logging (v) 7000 people rescued (vi)Rail traffic disrupted (vii)Communication network thrown out of gear (viii)Many bunds breached,IMD,NA
UEI-IMD-FL-1981-0079,1981-08-22,1981-08-28,7,"floods in ghagra, gandak and ganga rivers",NA,"Allahabad, Pratapgarh, Bareilly, Ballia, Gorakhpur, Bara-Banki, Faizabad",Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IMD,NA
UEI-IMD-FL-1981-0080,1981-09-08,1981-09-28,21,"floods in ghagra, rapti , burhi and kawano",NA,"Gorakhpur, Ballia, Deoria, Faizabad, Basti,  Pratapgarh, Bara-Banki and Sitapur districts",Uttar Pradesh,NA,NA,NA,NA,109,NA,NA,606,Number of lives lost: Human-109 cattle:606,(i)Normal life paralysed (ii)Thousands of villages marooned (iii)600 villages inundated rendering thousands of people homeless (iv)Boats deployed to evacuate marooned people (v)Air dropping for foods (vi)Several bunds breached (vii)Entire population of Saharsa village rescued,IMD,NA
UEI-IMD-FL-1981-0081,1981-10-01,1981-10-07,7,"flodds in rapti, burhi and ghagra rivers",NA,"Basyi, Gorakhpur, Ballia nad Bahraich districts",Uttar Pradesh,NA,NA,NA,NA,14,NA,NA,NA,14 persons died in drowning/ house collapse,(i)no of villages affected :400 (ii)No. of houss damaged:5000 (iii)Boats pressed into service for evacuating marooned people,IMD,NA
UEI-IMD-FL-1981-0082,1981-05-01,1981-05-31,31,unseasonal heavy rains,NA,"Midnapore, Hooghly, Malda and Burdwan districts",West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aman and Boro crops in 4047 hectares damaged,IMD,NA
UEI-IMD-FL-1981-0083,1981-05-27,1981-05-27,1,heavy rains,NA,Kolkata,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Bus and train services badly affected (ii)Low lying areas flooded,IMD,NA
UEI-IMD-FL-1981-0084,1981-06-09,1981-06-09,1,heavy rains,NA,Kolkata,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many areas watr logged, Disrupting road traffic",IMD,NA
UEI-IMD-FL-1981-0085,1981-06-15,1981-06-28,14,flash floods,NA,Midnapore districts,West Bengal,NA,NA,NA,NA,NA,15,NA,NA,15 perons injured,"(i)2000 houses collapsed, leaving many peopel marooned (ii)Destruction of crops in large areas",IMD,NA
UEI-IMD-FL-1981-0086,1981-07-01,1981-07-07,7,"mechi, jalanhaka and mahananda river in floods",NA,"Darjeeling, Jalpaiguri and Malda districts",West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)4 villages submerged affecting 400 families. National Highway 30 breached at several points. Vast areas inundated (ii)Road traffic betwen Siligri and Darjeeling came to a stand still following breaches at several points,IMD,NA
UEI-IMD-FL-1981-0087,1981-07-01,1981-07-07,7,haldi river in floods,NA,Midnapore districts,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Many people rendered homeless,IMD,NA
UEI-IMD-FL-1981-0088,1981-07-10,1981-07-10,1,heavy rains,NA,Kolkata city,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)Normal life in the city and neighbourhood went out of gear (ii)Roads remained submerged, dislocating public transport system",IMD,NA
UEI-IMD-FL-1981-0089,1981-09-25,1981-09-25,1,heavy rains,NA,Kolkata city,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Loading and unloading operations in Kolkata port came to a standstill (ii)Normal life in city disrupted,IMD,NA
UEI-IMD-FL-1982-0001,1982-06-22,1982-06-28,7,severe (brahmaputra and its tributaries),NA,Kamrup & Nowgong,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) 130 villages submerged. (ii) Standing crops over 40,000 hectares damaged. (iii) Road communication disrupted.",IMD,NA
UEI-IMD-FL-1982-0002,1982-07-22,1982-07-28,7,severe (brahmaputra and its tributaries),NA,Sibsagar,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,. 26 villages submerged.,IMD,NA
UEI-IMD-FL-1982-0003,1982-07-22,1982-07-28,7,moderate(brahmaputra),NA,"Cherrapunji, Dhubri, Darrang, North Lakhimpur, Sibsagar, Tezpur.",Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IMD,NA
UEI-IMD-FL-1982-0004,1982-07-22,1982-07-28,7,moderate (gandak river),NA,Champaran,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,Over 80 villages in Piprasi- Pipraghat areas submerged.,IMD,NA
UEI-IMD-FL-1982-0005,1982-08-22,1982-08-28,7,moderate (ganga river) ,NA,Bhojpur & Saran,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Low lying areas flooded. (ii) Vehicular traffic between Patna-Chapra, Patna-Arrah and Arrah--Chandi affected. ",IMD,NA
UEI-IMD-FL-1982-0006,1982-09-01,1982-09-07,7,"severe (ganga, mahananda and pun pun rivers)",NA,"Begusarai, Bhagalpur,Bhojpur, Darbhanga, Katihar, Monghyr, Samastipur, Saran, Siwan & Vaishali",Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i) Over 3 million people in 773 villages affected. (ii) Chapra-Sonpur rail-track submerged.,IMD,NA
UEI-IMD-FL-1982-0007,1982-05-06,1982-05-06,1,heavy rains,NA,Ahmedabad,Gujarat,NA,NA,NA,NA,5,8,NA,NA,5 persons killed and 8 injured in Ahmedabad when a roof of a Textile Printing Factory collapsed.,NA,IMD,NA
UEI-IMD-FL-1982-0008,1982-05-10,1982-05-10,1,heavy rains,NA,Surendranagar,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Power supply disrupted, (ii) Low lying areas in Surendra nagar town inundated.",IMD,NA
UEI-IMD-FL-1982-0009,1982-07-13,1982-07-13,1,heavy rains,NA,Saurashtra region,Gujarat,NA,NA,NA,NA,8,NA,NA,NA,8 persons died,NA,IMD,NA
UEI-IMD-FL-1982-0010,1982-07-28,1982-07-28,1,heavy rains,NA,Rajkot,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i) About 1000 inhabitants of Matel village rendered homeless. (ii). Over 50% of the houses: either collapsed or badly damaged. (iii) Damage caused to many Panchayat roads & State and national highways; loss estimated at Rs. 10 lakhs ,IMD,NA
UEI-IMD-FL-1982-0011,1982-03-01,1982-03-04,4,heavy rains (unseasonal),NA,Kurukshetra & Sonepat,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extensive damage to standing rabi crops. ,IMD,NA
UEI-IMD-FL-1982-0012,1982-04-15,1982-04-28,14,heavy rains (seasonal),NA,"Bhunter, Bilaspur, Chapakile;Kangra, Manali, Mandi & Shimla. ",Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvested and ready for harvest, wheat crop damaged.",IMD,NA
UEI-IMD-FL-1982-0013,1982-04-15,1982-04-28,14,heavy rains (un seasonal),NA,"Banihal, Gulmarg, Srinagar & Udhampur",Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvested and ready for harvest, wheat crop damaged.",IMD,NA
UEI-IMD-FL-1982-0014,1982-05-12,1982-05-12,1,cloud burst,NA,Poonch,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i) A school building and a suspen sion bridge washed away. (ii) 50 houses damaged.,IMD,NA
UEI-IMD-FL-1982-0015,1982-08-01,1982-08-04,4,"heavy rains, (flooding of tawi river.)",NA,Jammu & Poonch ,Jammu and Kashmir,NA,NA,NA,NA,12,9,NA,NA,7 persons died in Poonch and 5 in Jammu due to heavy rains. 9 persons washed away in Tawi river at Jammu.,NA,IMD,NA
UEI-IMD-FL-1982-0016,1982-05-23,1982-05-23,1,heavy rains,NA,Shimoga,Karnataka,NA,NA,NA,NA,6,NA,NA,NA,6 persons crushed under  a tree at Bharmappanagar.,NA,IMD,NA
UEI-IMD-FL-1982-0017,1982-08-01,1982-08-14,14,moderate (tunga river) ,NA,(a) Shimoga,Karnataka,NA,NA,NA,NA,2,NA,NA,NA,2 persons died.,(i) Over 350 houses and large number of huts inundated. (ii). Vehicular traffic disrupted.,IMD,NA
UEI-IMD-FL-1982-0018,1982-08-01,1982-08-14,14,"severe (ne travathi, sharavathi, aghana shini. & varada rivers.",NA,(b)Uttar Kannada,Karnataka,NA,NA,NA,NA,16,NA,NA,NA,16 persons killed in Honawar and Kumta taluks. ,"(i) 28 villages in Kumta taluk submerged. (ii) A large area of paddy fields submerged. (iii) One primary school building washed away. (iv) 3000 houses destroyed. . (v) Property worth Rs.2 crore in Bhatkal, Honawar & Kumta taluks  affected.",IMD,NA
UEI-IMD-FL-1982-0019,1982-08-01,1982-08-14,14,moderate,NA,(c) Dakshina Kannada,Karnataka,NA,NA,NA,NA,1,NA,NA,NA,One person died.,NA,IMD,NA
UEI-IMD-FL-1982-0020,1982-08-01,1982-08-07,7,moderate (tungabhadra - river),NA,Bellary,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standing crops in Hadagali, Halava galu & Harpanahalli taluks damaged.",IMD,NA
UEI-IMD-FL-1982-0021,1982-07-30,1982-08-04,6,moderate (streams from cape comorin) ... ,NA,Cannanore,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,4 persons drowned in the streams inin Hosdurg and Kasargod taluks.,200 houses damaged and many persons evacuated to safer places in Hosdurg and Kasargod taluks.. ,IMD,NA
UEI-IMD-FL-1982-0022,1982-08-01,1982-08-03,3,heavy rains,NA,Kozhikode,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landslide occurred at Kuttiadi hills, causing heavy damage to crops.",IMD,NA
UEI-IMD-FL-1982-0023,1982-08-17,1982-08-17,1,heavy rains,NA,Mandsaur,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,One child died in house collapsed:,83 houses damaged.,IMD,NA
UEI-IMD-FL-1982-0024,1982-08-19,1982-08-19,1,heavy rains,NA,Jabalpur,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,One youth killed in house collapse. ,NA,IMD,NA
UEI-IMD-FL-1982-0025,1982-08-23,1982-08-24,2,heavy rains,NA,Bhind & Gwalior,Madhya Pradesh,NA,NA,NA,NA,16,NA,NA,NA,16 persons died in a wall collapse. ,825 huts in 28 villages damaged.,IMD,NA
UEI-IMD-FL-1982-0026,1982-09-01,1982-09-15,15,heavy rains,NA,Guna,Madhya Pradesh,NA,NA,NA,NA,9,NA,NA,700,(i) 9 persons lost their lives. (ii) More than 700 cattleheads perished. ,4740 families affected.,IMD,NA
UEI-IMD-FL-1982-0027,1982-08-25,1982-08-26,2,heavy rains,NA,Gwalior,Madhya Pradesh,NA,NA,NA,NA,9,NA,NA,NA,"9 persons killed,",(i) 500 houses collapsed. . (ii) Telecommunication system dişrupted. ,IMD,NA
UEI-IMD-FL-1982-0028,1982-08-22,1982-08-28,7,moderate (chambal river),NA,Morena,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Six villages affected.,IMD,NA
UEI-IMD-FL-1982-0029,1982-08-22,1982-08-28,7,heavy rains,NA,Shivpuri,Madhya Pradesh,NA,NA,NA,NA,2,NA,NA,NA,Two persons died.,NA,IMD,NA
UEI-IMD-FL-1982-0030,1982-08-22,1982-08-28,7,severe (mahanadi river),NA,Raigarh and Raipur,Madhya Pradesh,NA,NA,NA,NA,41,NA,NA,NA,41 persons died.,"About 50,000 villages affected",IMD,NA
UEI-IMD-FL-1982-0031,1982-05-28,1982-05-29,2,heavy rains (unseasonal) ,NA,Nagpur,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Grain market affected, farmers could not save grains dųe to lack of storage facilities. (ii) Grains worth Rs.50,000/ damaged., ",IMD,NA
UEI-IMD-FL-1982-0032,1982-05-25,1982-05-25,1,heavy rains (unseasonal) ,NA,Raigad,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Many house damaged at Roha,IMD,NA
UEI-IMD-FL-1982-0033,1982-06-03,1982-06-03,1,heavy rains,NA,Ratnagiri,Maharastra,NA,NA,NA,NA,NA,2,NA,NA,2 persons injured ,2 temples damaged,IMD,NA
UEI-IMD-FL-1982-0034,1982-06-22,1982-06-22,1,heavy rains,NA,Ratnagiri,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,5 persons injured,NA,IMD,NA
UEI-IMD-FL-1982-0035,1982-06-23,1982-06-23,1,moderate,NA,Jalgaon,Maharastra,NA,NA,NA,NA,NA,5,NA,40,5 person and 40 cattleheads washed away by  swirling currents of flooded rivers in Yawal Tehsil,Many houses collapsed,IMD,NA
UEI-IMD-FL-1982-0036,1982-07-05,1982-07-05,1,heavy rains,NA,Raigad,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5 metre stretch of a road washed away in Roha,IMD,NA
UEI-IMD-FL-1982-0037,1982-07-12,1982-07-12,1,heavy rains,NA,Nanded,Maharastra,NA,NA,NA,NA,2,5,NA,NA,2 persons buried alive and five others injured in house collapse,NA,IMD,NA
UEI-IMD-FL-1982-0038,1982-07-28,1982-07-28,1,severe(unprecedented flooding of shastri and tonvi rivers),NA,Ratnagiri,Maharastra,NA,NA,NA,NA,1,NA,NA,NA,1 woman killed in Sangameshwar taluk,"(i) Heavy loss of property in Sangameshwar town, (ii) Number of houses collapsed in Kasba-Santawane village. (iii) Property worth Rs. 40 lakhs destroyed in Sangameshwar, Kasba Santawane, Kurdande, Ambed and Nayri villages. ",IMD,NA
UEI-IMD-FL-1982-0039,1982-08-20,1982-08-20,1,moderate (bondi river),NA,Akola,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,Several cattleheads washed away,Many houses damaged.,IMD,NA
UEI-IMD-FL-1982-0040,1982-08-18,1982-08-19,2,moderate (mahanadi river),NA,Sambalpur,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Sambalpur city & surrounding area remained under 1 to 1,5 metre of water.(ii) Hirakud irrigation system suffered heavy damage. (iii) Power house at Burla inun dated, damaging all equipments and resulting in total shut-down.",IMD,NA
UEI-IMD-FL-1982-0041,1982-08-22,1982-08-28,7,"severe (mahanadi, brahmani, baitarni & devi rivers) ",NA,"Balasore, Bolangir, Ganjam,Cuttack, Dhenkanal, Kalahandi, Keojhar, Koraput, Phulbani, Puri and Sambalpur districts.",Odisha,NA,NA,NA,NA,1000,NA,NA,NA,Over 1000 people repor- ted killed.,"(i) Worst ever flood in Mahanadi witnessed during last 100 years. (ii) Over 90,000 Sq, km, area and more than 10 million people aff ected, (iii) More than a million people rendered homeless and about 2000 villages affected, (iv) Puri-Kolkata and Parad ip Cuttack train services suspended.(v) National highway between Bhubaneshwar-Cuttack sealed off and Cuttack-Kendrapara, Kendrapara Paradip highways remained under water. (vi) Rain water entered Paradip Pori area. (vii) Damage runs into hundreds of crores of rupees.(viii) Three million hectares of agricultural land affected. (ix) Property worth Rs.27 crores destroyed in Sambalpur district alone.   ",IMD,NA
UEI-IMD-FL-1982-0042,1982-03-01,1982-03-04,4,moderate (rivulets in spate) ,NA,.(a) Ropar,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vehicular traffic along Nurpur. Bedi and Ropar-Bela suspended.. ,IMD,NA
UEI-IMD-FL-1982-0043,1982-03-01,1982-03-04,4,heavy rains (unseasonal) ,NA,(b) Faridkoti,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standing rabi crops extensively damaged,IMD,NA
UEI-IMD-FL-1982-0044,1982-04-15,1982-04-21,7,heavy rains (unseasonal) ,NA,Jagraon,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvested as well as ready for harvest wheat crop damaged.,IMD,NA
UEI-IMD-FL-1982-0045,1982-04-22,1982-04-28,7,heavy rains (unseasonal) ,NA,"Amritsar, Bhatinda, Faridkot, Jullundar. ",Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvested and ready for harvest wheat crop damaged.,IMD,NA
UEI-IMD-FL-1982-0046,1982-08-17,1982-08-24,8,"moderate(chambal,  parbati  and  rivulets)",NA,(a)Kota,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Over one lakh population marooned. (ii) More than 40 villages in Chhabra tehsil affected. (iii) Chhabra town lost contacts with dist. HQ, when it experienced 30 cm rainfall in 24 hours on 24th August. ",IMD,NA
UEI-IMD-FL-1982-0047,1982-08-17,1982-08-24,8,heavy rains,NA,(b)Sawai Madhopur,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,12 pilgrims washed away in Rathambore on 23rd ,NA,IMD,NA
UEI-IMD-FL-1982-0048,1982-08-20,1982-08-27,8,moderate(chambal and parbati rivers),NA,Dholpur,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 dams overflown ,IMD,NA
UEI-IMD-FL-1982-0049,1982-08-13,1982-08-13,1,flash flood(tambraparni river),NA,South Arcot,Tamil Nadu,NA,NA,NA,NA,2,NA,NA,NA,2 persons drowned at Kallakurchi,NA,IMD,NA
UEI-IMD-FL-1982-0050,1982-04-15,1982-04-28,14,heavy rains (unseasonal),NA,"Mussorie, Ranikhet",Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvested and ready for harvest wheat crop damaged,IMD,NA
UEI-IMD-FL-1982-0051,1982-06-05,1982-06-05,1,heavy rains,NA,"Akharpur, Deoria and Gorakhpur",Uttar Pradesh,NA,NA,NA,NA,5,NA,NA,NA,5 persons died in a house collapse,NA,IMD,NA
UEI-IMD-FL-1982-0052,1982-08-08,1982-08-14,7,flash floods in a nullah,NA,Chamoli,Uttar Pradesh,NA,NA,NA,NA,NA,5,NA,NA,5 persons drowned,4 houses washed away in Admala village (Karanprayag Tehsil),IMD,NA
UEI-IMD-FL-1982-0053,1982-08-22,1982-09-07,17," severe(ganga, yamuna and their tributaries, ghagra, rapti, gomti,burhi-gandak and betwa) )",NA,"East U.P. (except Pratapgarh dist.), west U.P. (excluding Rampur, Moradabad, Saharapur, Aligarh, Bulandshahr, Meerut, Badaun, Bijnaur districts) and Almora, Pithorgarh and Shahjahanpur districts of hills of West U.P.",Uttar Pradesh,NA,NA,NA,NA,382,NA,NA,NA,(i)No of persons died : 382  (ii) Many cattleheads perished.,"(i) More than one crore people in 6000 villages affected.  (ii) Several houses collapsed completely and over 1.3 lakh houses damaged partially (iii)Standing Kharif crop in 13.86 lakh hectares destroyed. (iv)Flood water entered Hamirpur, Lucknaow and Varanasi (v)Educational instutions closed down in Hamirpur town (vi)Lucknow's road link with Kanpur, Rae Barelli and Sultan pur cut- off (vii)Sasaram bound Grand Trunkroad remained under deep water, stranding hundreds of vehicles (viii) Vehicular traffic from Almora ro Pithorgarh and Dharchula-Sahar Pathak closed due to rail traffic suspended.",IMD,NA
UEI-IMD-FL-1982-0054,1982-09-08,1982-09-14,7," severe(ganga, yamuna and their tributaries, ghagra, rapti, gomti,burhi-gandak and betwa) )",NA,"Allahabad , Bahraich, Bara Banki, Basti, Deoria, Gonda, Gorakh pur, Jaunpur, Lucknow, Sitapur, Sultanpur , Unnao.",Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IMD,NA
UEI-IMD-FL-1982-0055,1982-08-22,1982-08-28,7,moderate(padma river),NA,Murshidabad,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nearly 20,000 people in 11 villages affected",IMD,NA
UEI-IMD-FL-1982-0056,1982-09-01,1982-09-07,7,moderate(bhagirathi and bhairab rivers),NA,Malda and Murshhidabad,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Number of villages affected,IMD,NA
UEI-IMD-FL-1982-0057,1982-07-25,1982-07-25,1,heavy rains,NA,Delhi,Delhi,NA,NA,NA,NA,3,NA,NA,NA,3 labourers killed,(i) Traffic disrupted. . (ii) Telephone and electric supply services paralysed.,IMD,NA
UEI-IMD-FL-1982-0058,1982-06-22,1982-06-22,1,heavy rains,NA,Goa,Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i) Many trees uprooted. (ii) Newly constructed compound wall of a school building damaged.,IMD,NA
UEI-IMD-FL-1982-0059,1982-07-19,1982-07-19,1,heavy rains,NA,Goa,Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Many houses either partially damaged or completely destroyed, (ii) Many shopswashed away. (iii) Power supply and telecommuni-- cation system disrupted. ",IMD,NA
UEI-IMD-FL-1982-0060,1982-07-24,1982-07-24,1,heavy rains,NA,Goa,Daman and Diu,NA,NA,NA,NA,NA,3,NA,NA,3 persons injured in house collapse at Panji,NA,IMD,NA
UEI-IMD-FL-1982-0061,1982-07-28,1982-07-28,1,heavy rains,NA,Goa,Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i.) Heavy rains caused landslide carrying away 100 metre rail track along Vasco-Londha section. (ii) Loss estimated at Rs. one crore.,IMD,NA
UEI-IMD-FL-1982-0062,1982-09-15,1982-09-21,7,severe (brahmaputra river),NA,Entire state,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i) Low lying areas submerged, (ii) Road communication disrupted.",IMD,NA
UEI-IMD-FL-1983-0001,1983-08-08,1983-08-11,4,severe (godavari),NA,(a)Adilabad ,Andhra Pradesh,NA,NA,NA,NA,4,NA,NA,23,4 persons died and 23 cattle washed away,"(i)154 villages affected (ii)About 10770 people evacuated to safer places (iii)2150 houses damaged, loss of property estimated to be worth Rs. 320 lakh(iv)Crop in 1,67,930 acres flooded (v) 600 metre rail line between Mudkhed-Adilabad, breached",IMD,NA
UEI-IMD-FL-1983-0002,1983-08-08,1983-08-11,4,severe (godavari),NA,(b)East Godavari,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000 hectares of crop-land submerged,IMD,NA
